transaction_id,customer_id,transaction_date,amount
T06065,C0121,2023-05-30,39.21
T06066,C0078,2024-02-01,129.43
T06067,C0322,2024-01-16,142.54
T06068,C0295,2023-09-25,36.76
T06069,C0241,2023-11-23,227.91
T06070,C0018,2023-01-01,75.17
T06071,C0256,2023-06-10,99.34
T06072,C0416,2023-09-01,102.08
T06073,C0277,2024-01-10,77.73
T06074,C0424,2024-02-02,36.49
T06075,C0027,2023-09-08,129.5
T06076,C0002,2024-01-02,90.38
T06077,C0353,2023-03-05,34.48
T06078,C0295,2023-10-26,115.38
T06079,C0312,2023-09-05,115.99
T06080,C0363,2024-03-17,84.64
T06081,C0383,2023-10-24,32.12
T06082,C0239,2024-04-09,57.61
T06083,C0013,2024-03-27,28.92
T06084,C0382,2024-05-14,73.7
T06085,C0184,2023-04-25,202.69
T06086,C0194,2023-10-22,25.17
T06087,C0056,2023-01-01,48.26
T06088,C0230,2023-02-10,145.66
T06089,C0028,2023-06-22,25.74
T06090,C0320,2023-03-29,25.77
T06091,C0071,2024-04-26,95.78
T06092,C0210,2023-04-08,141.76
T06093,C0184,2023-03-29,137.38
T06094,C0425,2023-09-08,138.42
T06095,C0375,2023-12-01,58.59
T06096,C0356,2024-04-09,185.74
T06097,C0041,2023-05-21,25.97
T06098,C0260,2023-03-12,53.07
T06099,C0414,2023-05-17,55.84
T06100,C0344,2024-05-06,38.58
T06101,C0084,2024-03-22,55.74
T06102,C0046,2023-04-09,91.12
T06103,C0159,2023-05-31,80.09
T06104,C0344,2024-03-13,53.86
T06105,C0007,2023-06-24,128.77
T06106,C0333,2023-06-16,119.09
T06107,C0438,2023-12-09,49.71
T06108,C0136,2024-02-14,54.28
T06109,C0183,2023-09-14,50.43
T06110,C0197,2024-02-02,35.35
T06111,C0172,2023-08-12,129.81
T06112,C0397,2024-05-13,28.55
T06113,C0349,2024-01-03,37.24
T06114,C0276,2023-11-26,33.35
T06115,C0078,2023-03-06,155.87
T06116,C0416,2023-03-10,28.38
T06117,C0178,2023-03-08,106.94
T06118,C0027,2024-03-08,28.41
T06119,C0120,2023-02-19,140.79
T06120,C0281,2023-11-10,207.89
T06121,C0308,2023-11-05,75.04
T06122,C0196,2023-04-01,147.43
T06123,C0277,2023-04-25,116.92
T06124,C0018,2024-01-09,144.09
T06125,C0295,2023-02-26,134.18
T06126,C0271,2023-12-08,42.24
T06127,C0053,2023-01-18,76.92
T06128,C0294,2023-09-29,267.2
T06129,C0432,2023-05-10,56.57
T06130,C0052,2024-05-09,289.22
T06131,C0216,2023-09-26,90.63
T06132,C0072,2024-03-04,71.44
T06133,C0028,2023-03-21,105.42
T06134,C0400,2024-03-31,151.9
T06135,C0252,2023-10-26,62.59
T06136,C0374,2024-03-31,27.51
T06137,C0400,2023-11-06,117.53
T06138,C0035,2023-07-21,259.55
T06139,C0401,2023-08-13,98.56
T06140,C0201,2023-06-08,40.66
T06141,C0249,2023-07-23,46.4
T06142,C0099,2023-05-17,205.39
T06143,C0308,2024-04-29,26.02
T06144,C0140,2023-03-14,84.68
T06145,C0083,2023-02-17,37.96
T06146,C0048,2023-01-18,49.93
T06147,C0278,2024-04-22,52.5
T06148,C0379,2024-04-24,43.57
T06149,C0248,2024-05-02,142.89
T06150,C0383,2024-04-15,55.28
T06151,C0177,2023-09-24,56.79
T06152,C0052,2024-03-21,70.25
T06153,C0079,2023-12-06,199.44
T06154,C0385,2023-01-19,112.4
T06155,C0322,2023-04-10,29.78
T06156,C0064,2023-04-26,28.0
T06157,C0008,2023-12-12,87.67
T06158,C0214,2023-03-15,188.57
T06159,C0025,2023-10-07,54.28
T06160,C0256,2023-09-26,46.35
T06161,C0243,2023-05-05,128.43
T06162,C0198,2023-04-26,94.11
T06163,C0094,2023-06-23,87.44
T06164,C0207,2023-06-30,37.13
T06165,C0435,2023-08-14,39.52
T06166,C0437,2023-06-06,49.82
T06167,C0015,2023-06-13,42.38
T06168,C0178,2023-03-12,291.69
T06169,C0378,2024-05-13,26.41
T06170,C0075,2023-08-10,98.77
T06171,C0104,2023-05-06,79.67
T06172,C0294,2023-05-25,54.28
T06173,C0168,2023-06-25,188.92
T06174,C0115,2024-04-05,108.19
T06175,C0039,2023-06-01,505.72
T06176,C0364,2023-07-01,38.85
T06177,C0273,2024-01-10,31.9
T06178,C0135,2024-04-23,36.26
T06179,C0374,2023-12-13,48.53
T06180,C0232,2024-05-12,65.44
T06181,C0039,2023-03-26,173.87
T06182,C0291,2023-12-30,50.01
T06183,C0307,2024-01-18,210.1
T06184,C0047,2023-05-01,71.62
T06185,C0036,2023-05-09,103.11
T06186,C0320,2024-04-07,48.03
T06187,C0095,2024-03-26,37.72
T06188,C0361,2023-01-06,177.7
T06189,C0013,2023-11-30,33.7
T06190,C0146,2023-07-02,136.55
T06191,C0405,2023-02-07,90.24
T06192,C0368,2024-02-21,173.07
T06193,C0065,2023-04-26,119.89
T06194,C0228,2023-04-12,49.81
T06195,C0242,2023-01-08,89.07
T06196,C0008,2023-08-06,25.99
T06197,C0304,2023-07-26,73.36
T06198,C0341,2023-03-19,31.75
T06199,C0043,2024-01-03,67.02
T06200,C0244,2024-02-08,33.71
T06201,C0181,2023-02-24,258.39
T06202,C0085,2023-10-31,80.53
T06203,C0155,2024-04-11,208.33
T06204,C0275,2024-03-15,26.7
T06205,C0023,2024-04-25,101.14
T06206,C0115,2023-08-16,52.5
T06207,C0306,2023-03-29,67.4
T06208,C0435,2023-01-10,179.82
T06209,C0299,2023-11-04,318.48
T06210,C0099,2024-03-09,46.23
T06211,C0104,2023-10-17,247.1
T06212,C0372,2023-06-13,112.53
T06213,C0051,2023-08-27,251.83
T06214,C0362,2023-11-13,86.98
T06215,C0112,2024-04-28,267.85
T06216,C0244,2023-05-24,192.24
T06217,C0169,2023-12-01,35.32
T06218,C0072,2023-01-18,52.92
T06219,C0139,2023-03-12,45.89
T06220,C0336,2023-06-24,88.66
T06221,C0231,2023-12-08,146.77
T06222,C0239,2023-10-15,131.85
T06223,C0253,2023-10-26,122.3
T06224,C0436,2023-12-05,60.28
T06225,C0407,2024-02-28,36.28
T06226,C0049,2023-09-05,42.73
T06227,C0422,2023-07-12,126.52
T06228,C0303,2024-02-23,36.97
T06229,C0072,2023-11-21,43.92
T06230,C0263,2023-11-02,66.45
T06231,C0322,2023-09-25,30.61
T06232,C0222,2023-07-23,42.94
T06233,C0077,2023-12-07,37.17
T06234,C0062,2023-05-03,251.69
T06235,C0157,2023-02-27,40.95
T06236,C0294,2023-12-05,173.41
T06237,C0125,2024-03-22,34.15
T06238,C0229,2023-07-20,177.83
T06239,C0340,2024-05-05,93.62
T06240,C0161,2024-03-08,167.14
T06241,C0029,2023-04-22,176.5
T06242,C0114,2023-05-08,93.04
T06243,C0079,2023-02-05,212.3
T06244,C0023,2023-08-22,91.04
T06245,C0106,2023-11-06,118.51
T06246,C0131,2023-02-16,65.35
T06247,C0357,2023-04-25,209.06
T06248,C0173,2024-02-20,155.36
T06249,C0264,2023-09-12,38.68
T06250,C0342,2024-04-27,89.42
T06251,C0373,2023-08-11,195.35
T06252,C0285,2023-05-04,143.15
T06253,C0002,2024-03-12,271.36
T06254,C0233,2023-06-09,44.73
T06255,C0369,2024-03-21,59.35
T06256,C0251,2024-02-25,78.07
T06257,C0434,2023-04-06,44.86
T06258,C0321,2023-04-17,62.57
T06259,C0108,2023-04-30,82.84
T06260,C0276,2023-04-11,40.93
T06261,C0180,2023-04-13,47.25
T06262,C0213,2023-06-15,35.0
T06263,C0293,2024-02-18,118.72
T06264,C0072,2023-07-05,58.65
T06265,C0283,2023-02-01,43.66
T06266,C0175,2024-05-07,78.09
T06267,C0123,2023-03-07,30.3
T06268,C0227,2023-06-28,217.69
T06269,C0390,2023-09-24,51.16
T06270,C0301,2024-03-18,188.17
T06271,C0428,2024-02-08,76.63
T06272,C0083,2023-02-06,167.36
T06273,C0253,2023-07-20,46.28
T06274,C0146,2023-12-24,39.45
T06275,C0120,2023-02-18,166.99
T06276,C0065,2023-10-02,42.96
T06277,C0281,2024-03-14,127.84
T06278,C0283,2023-06-17,56.69
T06279,C0391,2023-09-20,128.43
T06280,C0428,2023-05-13,203.66
T06281,C0106,2024-05-09,324.81
T06282,C0413,2023-10-25,58.45
T06283,C0300,2023-12-10,59.36
T06284,C0107,2023-06-25,323.8
T06285,C0036,2024-05-03,173.28
T06286,C0147,2024-01-26,28.46
T06287,C0262,2023-01-11,88.9
T06288,C0409,2023-07-20,40.0
T06289,C0159,2024-03-08,408.86
T06290,C0265,2024-02-18,36.22
T06291,C0202,2023-10-24,86.46
T06292,C0421,2023-01-03,107.07
T06293,C0155,2023-08-02,232.42
T06294,C0013,2023-10-23,165.93
T06295,C0297,2023-11-03,46.15
T06296,C0384,2024-04-12,88.76
T06297,C0322,2023-02-01,255.24
T06298,C0085,2023-02-17,124.81
T06299,C0280,2023-11-23,112.44
T06300,C0245,2023-09-09,130.46
T06301,C0300,2023-07-18,54.2
T06302,C0362,2024-02-08,122.99
T06303,C0354,2023-03-30,44.88
T06304,C0316,2023-04-19,66.91
T06305,C0009,2023-10-18,190.5
T06306,C0386,2023-04-18,26.44
T06307,C0247,2024-02-12,65.12
T06308,C0312,2023-02-09,48.28
T06309,C0414,2024-04-05,41.6
T06310,C0278,2023-02-21,161.78
T06311,C0238,2023-04-22,114.43
T06312,C0203,2023-10-22,33.96
T06313,C0247,2023-03-09,76.16
T06314,C0235,2023-07-08,72.18
T06315,C0081,2023-11-28,36.53
T06316,C0356,2023-07-28,145.62
T06317,C0013,2023-03-06,59.26
T06318,C0327,2023-03-03,132.64
T06319,C0016,2024-04-09,41.0
T06320,C0045,2023-09-15,53.38
T06321,C0321,2023-05-14,32.5
T06322,C0139,2024-05-06,36.62
T06323,C0326,2023-05-02,186.04
T06324,C0148,2023-11-27,33.67
T06325,C0355,2023-06-20,32.55
T06326,C0236,2023-07-29,236.48
T06327,C0191,2023-10-23,102.86
T06328,C0101,2023-03-30,32.98
T06329,C0105,2023-06-16,292.41
T06330,C0250,2023-01-28,36.93
T06331,C0396,2023-08-26,134.04
T06332,C0094,2023-12-02,27.66
T06333,C0220,2023-03-04,98.47
T06334,C0298,2024-03-23,84.34
T06335,C0339,2023-09-12,42.49
T06336,C0133,2024-01-31,102.28
T06337,C0361,2023-02-10,96.99
T06338,C0155,2024-05-14,145.09
T06339,C0028,2023-01-29,181.48
T06340,C0282,2023-10-06,78.52
T06341,C0116,2024-04-13,75.54
T06342,C0305,2023-03-21,97.88
T06343,C0234,2023-02-20,122.98
T06344,C0405,2023-04-22,58.02
T06345,C0001,2023-12-27,77.69
T06346,C0348,2023-10-28,90.98
T06347,C0240,2023-03-31,359.11
T06348,C0058,2023-08-17,91.45
T06349,C0335,2023-05-30,44.04
T06350,C0183,2023-08-31,91.5
T06351,C0337,2023-05-18,153.4
T06352,C0026,2023-05-15,171.08
T06353,C0409,2024-04-01,145.8
T06354,C0077,2023-03-30,189.33
T06355,C0417,2024-05-08,55.57
T06356,C0217,2023-01-15,78.13
T06357,C0328,2023-11-29,138.42
T06358,C0325,2023-12-28,48.04
T06359,C0262,2023-06-23,59.84
T06360,C0023,2023-03-31,158.41
T06361,C0244,2023-08-01,135.25
T06362,C0158,2023-12-09,291.05
T06363,C0206,2023-03-02,438.62
T06364,C0310,2023-12-30,45.66
T06365,C0087,2023-08-08,198.03
T06366,C0267,2023-03-02,32.45
T06367,C0415,2023-11-03,117.79
T06368,C0134,2023-06-15,43.64
T06369,C0267,2023-01-12,51.78
T06370,C0333,2023-08-04,244.36
T06371,C0268,2023-03-18,47.9
T06372,C0053,2023-08-20,108.88
T06373,C0099,2023-04-22,39.71
T06374,C0247,2023-03-07,32.35
T06375,C0036,2023-07-01,56.09
T06376,C0401,2024-02-27,98.4
T06377,C0028,2023-07-23,46.37
T06378,C0220,2024-02-27,51.77
T06379,C0406,2024-01-06,117.51
T06380,C0102,2023-07-25,33.14
T06381,C0263,2023-10-13,69.42
T06382,C0271,2023-04-15,238.21
T06383,C0224,2023-08-30,62.93
T06384,C0139,2023-08-23,67.71
T06385,C0280,2023-06-25,125.51
T06386,C0286,2023-07-30,138.22
T06387,C0250,2023-01-31,135.1
T06388,C0322,2023-08-23,486.27
T06389,C0317,2023-08-30,30.56
T06390,C0078,2024-05-05,327.37
T06391,C0297,2023-06-02,249.96
T06392,C0338,2023-07-15,168.36
T06393,C0307,2024-05-12,70.4
T06394,C0428,2024-03-10,178.54
T06395,C0351,2023-09-26,43.71
T06396,C0013,2024-04-28,142.64
T06397,C0346,2024-03-22,40.36
T06398,C0396,2024-01-19,151.7
T06399,C0082,2023-06-19,96.5
T06400,C0009,2024-03-13,32.74
T06401,C0213,2023-12-23,194.26
T06402,C0048,2023-11-19,89.7
T06403,C0049,2023-12-02,105.09
T06404,C0309,2024-04-18,50.0
T06405,C0040,2023-08-20,178.97
T06406,C0363,2023-07-03,84.09
T06407,C0280,2023-12-25,66.0
T06408,C0226,2023-10-02,82.31
T06409,C0108,2024-03-05,116.13
T06410,C0245,2024-02-03,114.07
T06411,C0255,2023-02-01,58.19
T06412,C0033,2023-06-26,61.49
T06413,C0023,2024-02-09,86.96
T06414,C0333,2023-03-06,218.68
T06415,C0054,2023-07-17,127.61
T06416,C0309,2023-01-27,62.12
T06417,C0049,2023-05-31,55.83
T06418,C0078,2023-10-30,80.62
T06419,C0336,2024-04-23,178.01
T06420,C0433,2023-09-25,25.65
T06421,C0358,2023-03-26,117.97
T06422,C0122,2024-05-14,51.16
T06423,C0359,2023-03-07,42.53
T06424,C0090,2023-05-13,25.92
T06425,C0346,2024-01-28,195.18
T06426,C0193,2024-02-08,207.49
T06427,C0416,2024-01-01,29.75
T06428,C0377,2023-03-23,80.33
T06429,C0244,2024-01-16,37.42
T06430,C0149,2023-11-15,131.62
T06431,C0146,2024-04-14,107.11
T06432,C0316,2023-11-24,51.44
T06433,C0378,2023-04-08,34.33
T06434,C0141,2023-03-14,158.44
T06435,C0408,2023-11-23,109.12
T06436,C0286,2023-01-30,25.51
T06437,C0386,2023-05-05,99.14
T06438,C0339,2023-07-29,149.67
T06439,C0111,2024-04-19,92.01
T06440,C0108,2023-09-29,66.47
T06441,C0367,2023-08-01,90.77
T06442,C0281,2023-05-13,97.51
T06443,C0050,2023-06-06,101.63
T06444,C0014,2023-02-16,280.95
T06445,C0134,2023-12-23,39.76
T06446,C0076,2023-12-29,98.18
T06447,C0084,2024-01-17,40.62
T06448,C0343,2023-01-22,42.68
T06449,C0158,2024-04-06,107.98
T06450,C0286,2024-03-16,210.73
T06451,C0422,2023-03-24,37.99
T06452,C0314,2024-02-23,271.19
T06453,C0094,2024-04-16,53.86
T06454,C0297,2023-08-22,62.23
T06455,C0094,2023-03-01,37.51
T06456,C0057,2024-03-29,96.75
T06457,C0164,2023-07-07,93.05
T06458,C0320,2023-02-27,68.79
T06459,C0098,2023-09-16,73.48
T06460,C0016,2023-06-11,98.16
T06461,C0344,2023-10-28,90.69
T06462,C0078,2023-11-02,60.16
T06463,C0346,2023-01-02,186.64
T06464,C0072,2023-09-28,107.62
T06465,C0270,2024-02-25,42.24
T06466,C0287,2023-05-23,53.91
T06467,C0066,2023-07-07,141.29
T06468,C0368,2023-12-18,33.28
T06469,C0068,2023-12-07,129.04
T06470,C0193,2024-03-23,58.34
T06471,C0055,2024-04-09,85.17
T06472,C0379,2024-04-26,49.7
T06473,C0168,2023-08-12,347.64
T06474,C0409,2024-05-12,202.21
T06475,C0025,2024-01-02,222.8
T06476,C0131,2023-06-29,40.32
T06477,C0325,2023-01-23,163.24
T06478,C0102,2023-12-21,82.49
T06479,C0374,2023-02-06,117.29
T06480,C0282,2023-04-17,43.39
T06481,C0296,2023-10-24,118.36
T06482,C0294,2023-08-17,209.24
T06483,C0422,2023-11-09,48.34
T06484,C0263,2023-04-07,44.93
T06485,C0414,2023-10-08,33.27
T06486,C0120,2023-04-20,48.28
T06487,C0403,2023-02-06,82.56
T06488,C0231,2023-02-09,159.1
T06489,C0291,2023-03-26,49.51
T06490,C0161,2023-10-29,97.8
T06491,C0161,2023-07-07,73.99
T06492,C0078,2023-08-28,50.54
T06493,C0038,2023-12-24,78.56
T06494,C0394,2024-05-02,38.79
T06495,C0028,2023-12-20,101.54
T06496,C0100,2023-01-19,34.22
T06497,C0294,2023-12-13,123.47
T06498,C0400,2024-01-28,39.67
T06499,C0124,2023-11-21,497.31
T06500,C0405,2023-09-18,155.16
T06501,C0092,2024-04-17,56.6
T06502,C0255,2024-02-14,66.66
T06503,C0097,2024-02-07,47.5
T06504,C0006,2023-06-07,134.29
T06505,C0169,2024-04-28,60.94
T06506,C0383,2023-10-31,130.54
T06507,C0271,2023-04-22,26.39
T06508,C0108,2023-05-24,35.93
T06509,C0387,2023-09-13,59.06
T06510,C0299,2024-03-30,33.65
T06511,C0047,2023-01-18,93.93
T06512,C0099,2023-07-03,28.91
T06513,C0014,2024-02-09,172.33
T06514,C0194,2023-10-14,132.44
T06515,C0157,2024-01-20,43.28
T06516,C0388,2023-05-11,74.59
T06517,C0154,2024-04-23,70.09
T06518,C0115,2023-10-08,121.79
T06519,C0396,2023-09-02,63.5
T06520,C0258,2023-01-08,27.51
T06521,C0145,2023-07-12,48.99
T06522,C0291,2023-11-14,72.08
T06523,C0010,2024-01-26,300.16
T06524,C0368,2023-01-07,184.75
T06525,C0214,2023-05-16,40.01
T06526,C0233,2023-01-19,121.36
T06527,C0171,2024-02-05,232.14
T06528,C0021,2023-05-19,25.66
T06529,C0015,2024-01-02,120.73
T06530,C0419,2024-05-03,71.12
T06531,C0368,2023-06-26,110.51
T06532,C0126,2023-01-11,94.78
T06533,C0341,2024-04-30,338.32
T06534,C0341,2023-02-10,50.56
T06535,C0213,2024-03-21,140.68
T06536,C0188,2023-04-24,45.06
T06537,C0172,2023-06-29,67.9
T06538,C0247,2023-07-13,302.82
T06539,C0005,2023-07-15,133.98
T06540,C0231,2024-05-12,53.47
T06541,C0201,2023-12-14,97.44
T06542,C0373,2023-08-13,28.82
T06543,C0402,2023-11-27,48.23
T06544,C0149,2023-11-19,120.04
T06545,C0072,2024-02-28,88.31
T06546,C0226,2023-09-18,72.57
T06547,C0074,2023-04-26,113.05
T06548,C0307,2024-04-13,63.12
T06549,C0169,2023-05-30,26.99
T06550,C0249,2023-04-28,68.62
T06551,C0280,2023-06-14,199.31
T06552,C0152,2023-09-09,170.67
T06553,C0224,2023-09-24,64.45
T06554,C0225,2023-02-13,26.69
T06555,C0038,2024-04-14,100.86
T06556,C0044,2024-05-03,126.38
T06557,C0185,2023-06-30,51.14
T06558,C0241,2023-03-18,73.56
T06559,C0418,2024-01-09,385.79
T06560,C0331,2023-04-26,89.41
T06561,C0351,2024-03-20,57.43
T06562,C0210,2023-03-08,99.06
T06563,C0023,2023-01-13,39.89
T06564,C0124,2023-04-02,41.67
T06565,C0086,2023-09-03,219.19
T06566,C0043,2023-09-24,45.5
T06567,C0040,2023-05-19,52.92
T06568,C0303,2023-12-07,83.86
T06569,C0169,2023-09-01,197.46
T06570,C0175,2023-12-07,139.06
T06571,C0020,2024-01-26,28.36
T06572,C0109,2023-09-30,113.58
T06573,C0193,2023-10-31,77.6
T06574,C0244,2024-02-02,73.41
T06575,C0324,2023-07-10,113.22
T06576,C0280,2024-03-23,41.38
T06577,C0228,2023-04-07,324.2
T06578,C0036,2023-11-27,102.74
T06579,C0045,2023-07-24,59.14
T06580,C0386,2024-03-24,93.76
T06581,C0028,2024-02-22,43.3
T06582,C0154,2023-05-17,100.35
T06583,C0023,2023-03-18,27.15
T06584,C0207,2024-01-19,56.3
T06585,C0420,2023-02-06,128.23
T06586,C0091,2023-10-13,148.76
T06587,C0390,2024-02-29,46.87
T06588,C0419,2024-03-04,83.14
T06589,C0359,2024-04-29,81.39
T06590,C0038,2023-10-30,66.04
T06591,C0419,2023-05-15,44.45
T06592,C0228,2023-05-22,116.11
T06593,C0202,2023-09-11,46.81
T06594,C0350,2023-02-17,206.46
T06595,C0309,2023-09-12,81.39
T06596,C0254,2023-05-14,178.29
T06597,C0038,2023-10-17,50.77
T06598,C0221,2023-07-27,148.41
T06599,C0187,2024-05-13,34.05
T06600,C0043,2023-04-11,134.2
T06601,C0359,2024-04-28,61.7
T06602,C0114,2023-02-15,72.61
T06603,C0260,2024-03-18,38.69
T06604,C0005,2023-03-11,26.41
T06605,C0068,2023-05-16,107.29
T06606,C0228,2023-10-07,91.45
T06607,C0123,2023-03-08,98.05
T06608,C0173,2023-01-04,47.08
T06609,C0336,2023-08-12,45.51
T06610,C0153,2023-01-01,158.03
T06611,C0267,2023-10-17,132.43
T06612,C0157,2023-04-19,55.8
T06613,C0162,2023-09-22,101.17
T06614,C0214,2023-03-04,157.08
T06615,C0398,2024-04-04,189.75
T06616,C0376,2023-09-23,25.44
T06617,C0408,2023-05-18,150.93
T06618,C0423,2024-03-09,57.35
T06619,C0026,2023-02-13,120.04
T06620,C0427,2024-01-09,59.82
T06621,C0292,2024-03-07,94.9
T06622,C0423,2024-04-15,103.05
T06623,C0189,2023-09-19,63.94
T06624,C0400,2023-08-04,78.93
T06625,C0122,2023-05-01,122.18
T06626,C0230,2023-06-01,73.51
T06627,C0059,2023-08-01,26.06
T06628,C0096,2023-08-22,25.97
T06629,C0262,2023-12-17,106.2
T06630,C0354,2023-04-21,165.92
T06631,C0312,2024-03-17,140.38
T06632,C0136,2023-12-27,52.87
T06633,C0350,2023-11-16,72.78
T06634,C0283,2023-08-10,45.01
T06635,C0411,2024-03-15,364.27
T06636,C0120,2023-08-14,47.63
T06637,C0430,2023-07-29,65.37
T06638,C0425,2024-01-31,110.72
T06639,C0025,2024-02-23,181.57
T06640,C0342,2023-03-12,28.96
T06641,C0146,2024-05-03,51.86
T06642,C0012,2023-12-26,88.12
T06643,C0087,2023-03-30,97.24
T06644,C0435,2023-09-19,30.45
T06645,C0109,2024-03-24,106.82
T06646,C0423,2024-01-01,81.32
T06647,C0345,2024-04-08,156.86
T06648,C0266,2023-07-07,43.85
T06649,C0222,2023-04-22,41.27
T06650,C0074,2024-03-27,143.25
T06651,C0333,2024-02-17,116.27
T06652,C0310,2024-02-26,142.65
T06653,C0413,2023-08-27,139.22
T06654,C0102,2024-04-20,33.24
T06655,C0425,2023-09-13,49.49
T06656,C0137,2023-05-30,47.59
T06657,C0191,2023-05-07,229.53
T06658,C0421,2024-01-27,75.13
T06659,C0142,2023-11-15,33.83
T06660,C0357,2024-04-24,50.64
T06661,C0073,2024-04-25,179.12
T06662,C0328,2024-02-01,165.83
T06663,C0167,2024-02-15,197.95
T06664,C0168,2024-02-06,61.89
T06665,C0054,2023-10-01,101.9
T06666,C0259,2023-11-29,49.45
T06667,C0111,2024-04-14,39.96
T06668,C0232,2024-03-21,26.66
T06669,C0161,2024-02-02,43.97
T06670,C0352,2023-05-19,94.55
T06671,C0327,2023-04-13,200.92
T06672,C0019,2023-08-30,35.74
T06673,C0290,2023-04-27,212.59
T06674,C0050,2023-08-02,56.78
T06675,C0175,2024-04-28,66.74
T06676,C0302,2023-01-17,59.06
T06677,C0184,2023-06-28,64.4
T06678,C0185,2023-08-12,47.5
T06679,C0339,2023-09-27,114.95
T06680,C0307,2024-05-04,131.47
T06681,C0310,2023-11-09,154.92
T06682,C0346,2023-12-15,56.31
T06683,C0081,2023-05-14,133.49
T06684,C0374,2023-04-24,101.14
T06685,C0156,2024-03-16,262.61
T06686,C0275,2023-05-12,66.48
T06687,C0283,2023-05-19,390.08
T06688,C0432,2023-12-31,126.14
T06689,C0249,2023-08-20,137.3
T06690,C0147,2024-04-02,26.95
T06691,C0435,2024-01-10,76.6
T06692,C0007,2023-04-02,81.36
T06693,C0157,2023-09-24,28.11
T06694,C0171,2023-04-09,53.06
T06695,C0069,2023-07-26,258.66
T06696,C0094,2023-01-08,66.65
T06697,C0369,2024-04-12,40.5
T06698,C0363,2024-01-05,79.01
T06699,C0376,2024-03-18,27.58
T06700,C0186,2024-02-09,79.42
T06701,C0392,2023-11-17,92.65
T06702,C0170,2023-04-03,58.2
T06703,C0204,2024-02-12,132.84
T06704,C0042,2023-06-07,35.94
T06705,C0013,2023-12-26,182.89
T06706,C0154,2023-04-09,258.33
T06707,C0274,2023-08-13,25.09
T06708,C0298,2023-12-06,163.73
T06709,C0051,2024-03-16,77.91
T06710,C0369,2023-07-27,71.41
T06711,C0212,2023-03-14,45.45
T06712,C0144,2024-04-23,69.47
T06713,C0357,2024-02-05,250.32
T06714,C0003,2023-02-28,42.75
T06715,C0254,2023-10-14,39.8
T06716,C0335,2023-03-05,45.77
T06717,C0256,2023-09-13,85.19
T06718,C0098,2023-02-17,224.77
T06719,C0173,2023-10-06,88.98
T06720,C0150,2023-07-17,45.93
T06721,C0279,2023-06-07,68.55
T06722,C0059,2023-11-07,62.12
T06723,C0113,2023-01-07,28.58
T06724,C0324,2023-09-05,78.6
T06725,C0243,2024-01-03,35.1
T06726,C0310,2023-08-20,163.5
T06727,C0057,2023-04-16,84.72
T06728,C0407,2024-05-08,164.63
T06729,C0367,2024-04-03,259.34
T06730,C0060,2023-04-08,240.1
T06731,C0329,2023-09-25,32.94
T06732,C0216,2023-03-01,242.28
T06733,C0233,2024-05-14,144.13
T06734,C0055,2023-11-04,137.77
T06735,C0373,2024-05-07,32.08
T06736,C0208,2024-05-09,39.84
T06737,C0063,2024-02-15,302.16
T06738,C0184,2023-05-20,43.0
T06739,C0311,2024-02-01,38.89
T06740,C0281,2023-11-24,58.75
T06741,C0026,2024-04-08,208.45
T06742,C0177,2023-07-09,73.5
T06743,C0063,2023-05-05,214.98
T06744,C0429,2024-02-17,55.52
T06745,C0073,2023-06-12,44.26
T06746,C0335,2023-03-01,76.27
T06747,C0167,2024-02-17,96.68
T06748,C0225,2023-01-31,62.26
T06749,C0065,2023-11-29,56.85
T06750,C0069,2023-03-17,43.45
T06751,C0009,2023-08-31,49.12
T06752,C0236,2023-11-13,108.86
T06753,C0198,2023-09-15,59.64
T06754,C0412,2024-02-21,31.23
T06755,C0173,2024-03-31,36.15
T06756,C0282,2023-07-09,59.94
T06757,C0028,2024-05-03,218.77
T06758,C0296,2024-01-12,60.74
T06759,C0399,2023-11-11,29.69
T06760,C0134,2023-10-23,65.6
T06761,C0027,2023-06-26,107.88
T06762,C0038,2024-05-03,92.53
T06763,C0196,2023-10-15,49.51
T06764,C0203,2023-10-21,112.38
T06765,C0085,2023-12-14,99.7
T06766,C0320,2023-07-26,39.17
T06767,C0030,2023-08-03,38.27
T06768,C0099,2023-12-10,84.42
T06769,C0387,2023-05-21,105.79
T06770,C0190,2023-03-26,270.09
T06771,C0012,2023-07-01,66.1
T06772,C0091,2023-11-28,133.59
T06773,C0030,2023-05-08,34.29
T06774,C0213,2023-09-26,190.28
T06775,C0038,2023-02-08,100.2
T06776,C0341,2023-01-23,99.37
T06777,C0060,2023-08-30,36.53
T06778,C0294,2024-01-01,28.03
T06779,C0360,2023-04-17,115.66
T06780,C0143,2023-12-14,34.34
T06781,C0402,2023-05-22,35.18
T06782,C0180,2023-05-25,40.57
T06783,C0285,2023-10-07,32.71
T06784,C0112,2023-09-02,98.64
T06785,C0230,2024-03-17,66.11
T06786,C0021,2023-07-10,48.2
T06787,C0145,2023-10-17,68.59
T06788,C0146,2023-06-28,164.41
T06789,C0375,2023-04-22,221.38
T06790,C0421,2023-08-02,75.13
T06791,C0316,2023-05-18,87.73
T06792,C0166,2024-01-09,47.3
T06793,C0140,2023-07-19,79.05
T06794,C0203,2024-02-09,128.41
T06795,C0244,2024-02-25,75.82
T06796,C0113,2023-01-07,51.97
T06797,C0201,2023-12-12,90.43
T06798,C0385,2023-01-13,244.82
T06799,C0314,2023-03-21,189.18
